name,affiliation,country,orcid,dblp_pid,matched_by,core_papers,extended_papers,venues,last_year,homepage
Iris Groher,JKU Linz,at,,77/6138,name,0,0,,,https://www.se.jku.at/iris-groher
Ismail Khalil,JKU Linz,at,,45/6794,name,0,0,,,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/ismail-khalil
Ismail Khalil Ibrahim,JKU Linz,at,,45/6794,name,0,0,,,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/ismail-khalil
Johannes Fürnkranz,JKU Linz,at,0000-0002-1207-0159,f/JohannesFurnkranz,orcid,1,1,KDD;NeurIPS,2025,https://www.jku.at/en/faw/about-us/team/johannes-fuernkranz
Johannes Sametinger,JKU Linz,at,,40/1112,name,0,0,,,https://www.se.jku.at/johannes-sametinger
Josef Küng,JKU Linz,at,,44/5381,name,0,0,,,https://www.jku.at/en/faw/about-us/team/josef-kueng
Josef Scharinger,JKU Linz,at,,56/6133,name,0,0,,,https://www.jku.at/en/institute-of-computational-perception/about-us/people/josef-scharinger
Karin A. Hummel,JKU Linz,at,0000-0001-5833-6832,h/KarinAnnaHummel,orcid,0,0,,,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/karin-anna-hummel
Karin Anna Hummel,JKU Linz,at,,h/KarinAnnaHummel,name,0,0,,,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/karin-anna-hummel
Klaus Miesenberger,JKU Linz,at,,58/5387,name,0,0,,,https://www.jku.at/institut-integriert-studieren/team/auniv-dr-klaus-miesenberger
Manuel Wimmer,JKU Linz,at,,20/4565,name,0,0,,,https://www.se.jku.at/manuel-wimmer
Marc Streit,JKU Linz,at,0000-0001-9186-2092,99/5746,orcid,0,3,CHI,2026,https://www.jku.at/en/institute-of-computer-graphics/about-us/team/marc-streit
Mario Huemer,JKU Linz,at,,87/983,name,0,1,ICASSP,2024,https://www.jku.at/en/institute-of-signal-processing
Markus Schedl,JKU Linz,at,0000-0003-1706-3406,77/271,orcid,5,32,ACL;CHI;EACL;EMNLP;Interspeech;RecSys;SIGIR;WWW,2026,https://www.jku.at/en/institute-of-computational-perception/about-us/people/markus-schedl
Martina Seidl,JKU Linz,at,,75/2935,name,1,0,IJCAI,2024,http://fmv.jku.at/seidl
Michael Sonntag,JKU Linz,at,,33/886,name,0,0,,,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/sonntag
Oliver Bimber,JKU Linz,at,,b/OliverBimber,name,0,0,,,https://www.jku.at/en/institute-of-computer-graphics/about-us/team/oliver-bimber
Paul Grünbacher,JKU Linz,at,0000-0002-1951-5288,g/PGrunbacher,orcid,0,0,,,https://www.jku.at/en/institute-for-software-systems-engineering/about-us/team/paul-gruenbacher
Reinhold Plösch,JKU Linz,at,,30/6590,name,0,0,,,http://www.se.jku.at/ploesch
Rene Mayrhofer,JKU Linz,at,0000-0003-1566-4646,34/4020,orcid,0,0,,,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/mayrhofer
René Mayrhofer,JKU Linz,at,0000-0003-1566-4646,34/4020,orcid,0,0,,,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/mayrhofer
Rick Rabiser,JKU Linz,at,0000-0003-3862-1112,r/RickRabister,orcid,0,0,,,https://www.jku.at/en/lit-cyber-physical-systems-lab/about-us/our-team/univ-prof-mag-dr-rick-rabiser
Sepp Hochreiter,JKU Linz,at,0000-0001-7449-2528,h/SeppHochreiter,orcid,39,0,AAAI;CVPR;ICLR;ICML;NeurIPS;UAI,2025,https://www.jku.at/en/institute-for-machine-learning/about-us/team/sepp-hochreiter
Stefan Marr,JKU Linz,at,0000-0001-9059-5180,33/7864,orcid,0,0,,,https://stefan-marr.de
Werner Retschitzegger,JKU Linz,at,0000-0002-6739-0272,r/WRetschitzegger,orcid,0,0,,,http://cis.jku.at/team/21?view=teamentry
Wieland Schwinger,JKU Linz,at,,49/2059,name,0,0,,,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/wieland-schwinger
Wolfram Wöß,JKU Linz,at,,13/3374,name,0,0,,,https://www.jku.at/en/faw/about-us/team/wolfram-woess
A Min Tjoa,TU Wien,at,0000-0002-8295-9252,t/AMinTjoa,orcid,0,0,,,http://www.ifs.tuwien.ac.at/tjoa
Agata Ciabattoni,TU Wien,at,0000-0001-6947-8772,44/6796,orcid,2,2,IJCAI;KR,2025,https://www.logic.at/staff/agata
Alexander Leitsch,TU Wien,at,,23/4864,name,0,0,,,https://www.logic.at/staff/leitsch
Allan Hanbury,TU Wien,at,0000-0002-7149-5843,55/6683,orcid,1,10,ACL;NeurIPS;SIGIR,2026,http://allan.hanbury.eu/doku.php
Andreas Krall,TU Wien,at,,k/AndreasKrall,name,0,0,,,http://www.complang.tuwien.ac.at/andi
Andreas Rauber,TU Wien,at,,r/AndreasRauber,name,0,0,,,http://www.ifs.tuwien.ac.at/~andi
Andreas Steininger,TU Wien,at,0000-0002-3847-1647,09/5562,orcid,1,0,IROS,2022,https://ti.tuwien.ac.at/ecs/people/steininger
Astrid Weiss,TU Wien,at,0000-0001-7803-9413,36/1223,orcid,0,0,,,https://astridweiss.net
Axel Jantsch,TU Wien,at,0000-0003-2251-0004,38/5744,orcid,0,0,,,http://jantsch.se/AxelJantsch
C. H. van Berkel,TU Wien,at,,45/3508,name,0,0,,,https://sites.google.com/view/keesvanberkel
Chris Fermüller,TU Wien,at,,f/CGFermuller,name,0,0,,,https://www.logic.at/staffpages/chrisf
Christian Breiteneder,TU Wien,at,,b/ChristianBreiteneder,name,0,0,,,https://www.ims.tuwien.ac.at/people/christian-breiteneder
Christian G. Fermüller,TU Wien,at,,f/CGFermuller,name,0,0,,,https://www.logic.at/staffpages/chrisf
Christian Huemer,TU Wien,at,0000-0002-5138-429X,74/3785,orcid,0,0,,,https://www.big.tuwien.ac.at/people/chuemer
Clemens Heitzinger,TU Wien,at,,78/6691,name,1,0,ICRA,2024,http://www.heitzinger.info
Daniel Arp,TU Wien,at,0000-0003-3628-794X,119/8218,name,0,0,,,https://informatics.tuwien.ac.at/people/daniel-arp
Daniel Mueller 0001,TU Wien,at,0000-0003-0903-631X,96/8188,orcid,3,0,CVPR;ECCV,2025,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder
Daniel Mueller-Gritschneder,TU Wien,at,0000-0003-0903-631X,96/8188,orcid,3,0,CVPR;ECCV,2025,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder
Daniel Müller-Gritschneder,TU Wien,at,0000-0003-0903-631X,96/8188,orcid,3,0,CVPR;ECCV,2025,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder
Dieter Merkl,TU Wien,at,,m/DieterMerkl,name,0,0,,,http://www.ifs.tuwien.ac.at/~dieter
Dominik Bork,TU Wien,at,0000-0001-8259-2297,142/8075,orcid,0,0,,,https://model-engineering.info
Dominique Schröder,TU Wien,at,0000-0001-6943-8914,52/6199,orcid,0,0,,,https://www.dominique-schroeder.de
Eduard Gröller,TU Wien,at,0000-0002-8569-4149,g/MEGroller,orcid,0,1,CHI,2026,https://www.cg.tuwien.ac.at/staff/EduardGroeller.html
Elena Andreeva 0001,TU Wien,at,0000-0003-0964-8711,50/4172-1,orcid,0,0,,,https://elenandreeva.github.io
Emanuel Sallinger,TU Wien,at,0000-0001-7441-129X,20/9117,orcid,4,5,ACL;ICLR;IJCAI;KR;NAACL,2026,https://informatics.tuwien.ac.at/people/emanuel-sallinger
Erik H. A. Proper,TU Wien,at,,p/ErikProper,name,0,0,,,http://www.erikproper.eu
Erik Proper,TU Wien,at,,p/ErikProper,name,0,0,,,http://www.erikproper.eu
Eva Kühn,TU Wien,at,0000-0001-5224-5470,k/evaKuhn,name,0,0,,,http://www.complang.tuwien.ac.at/eva
Eva Maria Kuehn,TU Wien,at,,k/evaKuhn,name,0,0,,,http://www.complang.tuwien.ac.at/eva
Ezio Bartocci,TU Wien,at,0000-0002-8004-6601,b/EzioBartocci,orcid,2,2,ECAI;ICML;IJCAI,2025,http://www.eziobartocci.com
Florian Michahelles,TU Wien,at,0000-0003-1486-0688,m/FlorianMichahelles,orcid,0,5,CHI,2025,https://informatics.tuwien.ac.at/people/florian-michahelles
Florian Zuleger,TU Wien,at,0000-0003-1468-8398,69/2671,orcid,1,2,IJCAI;KR,2024,https://forsyte.at/people/zuleger
Franz Puntigam,TU Wien,at,,40/5791,name,0,0,,,http://www.complang.tuwien.ac.at/franz
Georg Fuchsbauer,TU Wien,at,0000-0001-5672-5850,27/3043,name,0,0,,,http://www.di.ens.fr/~fuchsbau
Georg Weissenbacher,TU Wien,at,0000-0002-0143-632X,15/3636,orcid,0,0,,,http://www.georg.weissenbacher.science
Georgia Avarikioti,TU Wien,at,0000-0001-5255-8389,183/6375,orcid,0,0,,,https://informatics.tuwien.ac.at/people/zeta-avarikioti
Gerald Futschek,TU Wien,at,0000-0001-7255-2531,f/GeraldFutschek,orcid,0,0,,,https://www.ifs.tuwien.ac.at/futschek
Gerald Steinhardt,TU Wien,at,,73/3420,name,0,0,,,https://media.tuwien.ac.at/people/steinhardt
Geraldine Fitzpatrick,TU Wien,at,0000-0002-2013-2188,46/3111,name,0,6,CHI,2025,http://igw.tuwien.ac.at/hci/people/gfitzpatrick
Gernot Salzer,TU Wien,at,0000-0002-8950-1551,s/GernotSalzer,orcid,0,0,,,https://www.logic.at/staffpages/salzer
Gerti Kappel,TU Wien,at,0000-0002-4758-9436,k/GKappel,orcid,0,0,,,https://www.big.tuwien.ac.at/people/gkappel
Guillaume Bellec,TU Wien,at,0000-0001-7568-4994,179/9515,name,4,0,NeurIPS,2023,https://guillaume.bellec.eu
Günther R. Raidl,TU Wien,at,,88/6934,name,0,1,ECAI,2025,https://www.ac.tuwien.ac.at/people/raidl
Hannes Kaufmann,TU Wien,at,0000-0002-0322-9869,53/4919,orcid,0,1,SIGGRAPH,2023,https://www.ims.tuwien.ac.at/people/hannes-kaufmann
Hannes Werthner,TU Wien,at,0000-0002-1508-277X,91/3551,orcid,0,0,,,http://www.ec.tuwien.ac.at/~werthner
Hans Tompits,TU Wien,at,0000-0001-5673-2460,t/HansTompits,orcid,0,0,,,http://www.kr.tuwien.ac.at/staff/tompits
Henderik A. Proper,TU Wien,at,,p/ErikProper,name,0,0,,,http://www.erikproper.eu
Hilda Tellioglu,TU Wien,at,0000-0001-6430-7704,31/3062,orcid,0,1,CHI,2026,http://hildatellioglu.com
Ismail Ilkan Ceylan,TU Wien,at,,147/6111,name,17,0,AAAI;ICLR;ICML;IJCAI;NeurIPS;TMLR,2025,https://informatics.tuwien.ac.at/people/ismail-ceylan
Ivona Brandic,TU Wien,at,0009-0007-0661-5937,71/2136,name,1,0,ICLR,2025,http://www.ec.tuwien.ac.at/~ivona
Jens Knoop,TU Wien,at,,k/JensKnoop,name,0,0,,,http://www.complang.tuwien.ac.at/knoop
Jesper Larsson Träff,TU Wien,at,,t/JLTraff,name,0,0,,,http://www.traff-industries.de
Jessica R. Cauchard,TU Wien,at,0000-0002-8916-8787,45/1648,orcid,0,7,CHI,2026,https://informatics.tuwien.ac.at/people/jessica-cauchard
Jessica Rebecca Cauchard,TU Wien,at,,45/1648,name,0,7,CHI,2026,https://informatics.tuwien.ac.at/people/jessica-cauchard
Jiehua Chen 0001,TU Wien,at,0000-0002-8163-1327,72/4415-1,orcid,9,6,AAAI;AAMAS;ECAI;IJCAI;NeurIPS,2026,https://www.ac.tuwien.ac.at/jchen
Johann Blieberger,TU Wien,at,0000-0001-5810-7335,97/354,orcid,0,0,,,https://www.auto.tuwien.ac.at/index.php/projectsites/185-johann-blieberger
Jürgen Cito,TU Wien,at,0000-0001-8619-1271,150/6416,name,0,0,,,http://people.csail.mit.edu/jcito
Jürgen Dorn,TU Wien,at,0000-0002-1156-0463,d/JDorn,name,0,0,,,http://www.ec.tuwien.ac.at/~dorn
Katalin Fazekas,TU Wien,at,0000-0002-0497-3059,194/1549,orcid,0,0,,,https://informatics.tuwien.ac.at/people/katalin-fazekas
Katharina Spiel,TU Wien,at,,151/3248,name,0,19,CHI,2026,http://katta.mere.st
Katja Hose,TU Wien,at,0000-0001-7025-8099,h/KatjaHose,orcid,1,12,ICML;SIGIR;WWW,2026,https://www.dbai.tuwien.ac.at/staff/khose/About_me.html
Katta Spiel,TU Wien,at,0000-0001-6094-9531,151/3248,orcid,0,19,CHI,2026,http://katta.mere.st
Kees van Berkel 0002,TU Wien,at,0000-0002-5246-1824,45/3508-2,orcid,2,3,AAAI;IJCAI;KR,2026,https://sites.google.com/view/keesvanberkel
Laura Ildikó Kovács,TU Wien,at,,k/LauraKovacs,name,0,0,,,https://forsyte.at/people/kovacs
Laura Kovács,TU Wien,at,0000-0002-8299-2714,k/LauraKovacs,orcid,0,0,,,https://forsyte.at/people/kovacs
M. Anton Ertl,TU Wien,at,,15/424,name,0,0,,,http://www.complang.tuwien.ac.at/anton
M. Eduard Gröller,TU Wien,at,0000-0002-8569-4149,g/MEGroller,orcid,0,1,CHI,2026,https://www.cg.tuwien.ac.at/staff/EduardGroeller.html
Magdalena Ortiz,TU Wien,at,0000-0002-2344-9658,71/3644,orcid,1,6,ECAI;IJCAI;KR,2026,http://www.kr.tuwien.ac.at/staff/ortiz
Mantas Simkus,TU Wien,at,0000-0003-0632-0294,01/5959,orcid,3,9,AAAI;ECAI;IJCAI;KR;WWW,2026,https://dbai.tuwien.ac.at/staff/simkus
Manuela Waldner,TU Wien,at,0000-0003-1387-5132,20/6810,orcid,0,0,,,https://www.cg.tuwien.ac.at/staff/ManuelaWaldner
Marco Squarcina,TU Wien,at,0000-0002-3105-0903,117/7980,name,0,0,,,https://minimalblue.com
Margit Pohl,TU Wien,at,0000-0001-7880-8702,62/1490,orcid,0,0,,,http://igw.tuwien.ac.at/hci/people/mpohl
Margrit Gelautz,TU Wien,at,0000-0002-9476-0865,g/MargritGelautz,orcid,1,0,IJCV,2026,https://www.ims.tuwien.ac.at/people/margrit-gelautz
Maria Christakis,TU Wien,at,0000-0002-2649-1958,05/7730,orcid,3,2,AAAI;ICAPS;IJCAI,2025,https://mariachris.github.io
Maria Magdalena Ortiz de la Fuente,TU Wien,at,,71/3644,name,1,6,ECAI;IJCAI;KR,2026,http://www.kr.tuwien.ac.at/staff/ortiz
Martin Nöllenburg,TU Wien,at,0000-0003-0454-3937,41/4420,orcid,0,0,,,https://www.ac.tuwien.ac.at/people/noellenburg
Martina Lindorfer,TU Wien,at,0000-0001-7001-4481,81/10928,orcid,0,0,,,https://secpriv.tuwien.ac.at/team/martina
Matteo Maffei,TU Wien,at,0000-0001-8061-1685,25/3571,orcid,0,0,,,https://secpriv.tuwien.ac.at/team/univ_prof_matteo_maffei
Matthias Lanzinger,TU Wien,at,0000-0002-7601-3727,232/1851,orcid,6,0,AAAI;ICLR;ICML;IJCAI,2025,https://dbai.tuwien.ac.at/staff/mlanzing
Meister Eduard Gröller,TU Wien,at,,g/MEGroller,name,0,1,CHI,2026,https://www.cg.tuwien.ac.at/staff/EduardGroeller.html
Michael Wimmer 0001,TU Wien,at,0000-0002-9370-2663,00/4132-1,orcid,2,0,ICLR;IJCAI,2024,https://www.cg.tuwien.ac.at/staff/MichaelWimmer.html
Nysret Musliu,TU Wien,at,0000-0002-3992-8637,64/493,orcid,5,5,AAAI;ICAPS;IJCAI;KR,2023,https://informatics.tuwien.ac.at/people/nysret-musliu
Pavol Cerný,TU Wien,at,,34/6556,name,0,0,,,https://cernyp.github.io
Pawel W. Wozniak,TU Wien,at,0000-0003-3670-1813,36/11536,orcid,0,27,CHI,2026,http://pawelwozniak.eu
Pedro Hermosilla,TU Wien,at,0000-0003-3586-4741,170/7065,orcid,15,0,CVPR;ECCV;ICCV;ICLR;NeurIPS;TMLR,2026,https://phermosilla.github.io
Pedro Hermosilla Casajus,TU Wien,at,0000-0003-3586-4741,170/7065,orcid,15,0,CVPR;ECCV;ICCV;ICLR;NeurIPS;TMLR,2026,https://phermosilla.github.io
Peter Knees,TU Wien,at,0000-0003-3906-1292,04/6168,orcid,0,5,RecSys,2024,https://informatics.tuwien.ac.at/people/peter-knees
Peter P. Puschner,TU Wien,at,0000-0002-2495-0778,90/3050,orcid,0,0,,,https://ti.tuwien.ac.at/cps/people/puschner
Peter Purgathofer,TU Wien,at,,22/6734,name,0,0,,,http://igw.tuwien.ac.at/hci/people/ppurgathofer
Peter Puschner,TU Wien,at,,,,0,0,,,https://ti.tuwien.ac.at/cps/people/puschner
Radu Grosu,TU Wien,at,0000-0001-5715-2142,94/5421,name,17,0,AAAI;ICLR;ICML;ICRA;NeurIPS,2025,https://ti.tuwien.ac.at/cps/people/grosu
Reinhard Pichler,TU Wien,at,0000-0002-1760-122X,26/5252,orcid,0,1,KR,2024,https://www.dbai.tuwien.ac.at/staff/pichler
Renata G. Raidou,TU Wien,at,0000-0003-2468-0664,152/9100,orcid,0,0,,,https://www.cg.tuwien.ac.at/staff/RenataRaidou
Renata Georgia Raidou,TU Wien,at,0000-0003-2468-0664,152/9100,orcid,0,0,,,https://www.cg.tuwien.ac.at/staff/RenataRaidou
Robert Ganian,TU Wien,at,0000-0002-7762-8045,80/7529,orcid,20,0,AAAI;ICLR;ICML;IJCAI;NeurIPS,2026,https://www.ac.tuwien.ac.at/people/rganian
Robert Sablatnig,TU Wien,at,,52/3025,name,1,0,CVPR,2022,https://cvl.tuwien.ac.at/staff/robert-sablatnig
Rudolf Freund,TU Wien,at,,84/472,name,0,0,,,https://www.logic.at/staff/rudi/indexe.html
Sascha Hunold,TU Wien,at,0000-0002-5280-3855,h/SaschaHunold,orcid,0,0,,,https://hunoldscience.net
Schahram Dustdar,TU Wien,at,0000-0001-6872-8821,d/SDustdar,orcid,1,0,ICLR,2022,https://dsg.tuwien.ac.at/team/sd
Scharam Dustdar,TU Wien,at,,d/SDustdar,name,1,0,ICLR,2022,https://dsg.tuwien.ac.at/team/sd
Shqiponja Ahmetaj,TU Wien,at,0000-0003-3165-3568,144/7445,orcid,1,5,AAAI;ECAI;KR;WWW,2026,https://informatics.tuwien.ac.at/people/shqiponja-ahmetaj
Silvia Miksch,TU Wien,at,0000-0003-4427-5703,48/4040,orcid,0,0,,,https://www.cvast.tuwien.ac.at/team/silvia-miksch
Stefan Biffl,TU Wien,at,,b/StefanBiffl,name,0,0,,,http://qse.ifs.tuwien.ac.at/people/stefan-biffl
Stefan Nastic,TU Wien,at,,123/3328,name,0,0,,,https://dsg.tuwien.ac.at/team/snastic
Stefan Neumann 0003,TU Wien,at,0000-0002-3981-1500,19/3695-3,orcid,2,8,ICML;KDD;NeurIPS;WWW,2026,https://neumannstefan.com
Stefan Szeider,TU Wien,at,0000-0001-8994-1656,s/StefanSzeider,orcid,28,2,AAAI;ICML;IJCAI;KR;NeurIPS;UAI,2026,https://www.ac.tuwien.ac.at/people/szeider
Stefan Woltran,TU Wien,at,,39/6130,name,11,10,AAAI;AAMAS;ECAI;ICAPS;IJCAI;KR,2026,https://www.dbai.tuwien.ac.at/staff/woltran
Tatjana Chavdarova,TU Wien,at,0000-0002-6795-4576,160/6038,name,5,0,ICCV;ICLR;ICML,2025,https://chavdarova.github.io
Thomas Eiter,TU Wien,at,,e/TEiter,name,15,8,AAAI;ECAI;IJCAI;KR;NeurIPS,2025,http://www.kr.tuwien.ac.at/staff/eiter
Thomas Grechenig,TU Wien,at,,25/4726,name,0,2,CHI,2025,https://www.big.tuwien.ac.at/people/tgrechenig
Thomas Gärtner 0001,TU Wien,at,0000-0001-5985-9213,72/6376,orcid,7,1,ICML;KR;NeurIPS;TMLR,2025,https://informatics.tuwien.ac.at/people/thomas-gaertner
Thomas Lukasiewicz,TU Wien,at,,l/ThomasLukasiewicz,name,47,12,AAAI;ACL;CVPR;EACL;ECAI;EMNLP;ICASSP;ICCV;ICLR;ICML;IJCAI;KR;MICCAI;NAACL;NeurIPS;TACL;TMLR,2026,https://informatics.tuwien.ac.at/people/thomas-lukasiewicz
Tobias Fiebig,TU Wien,at,0000-0002-0163-5134,150/5174,orcid,0,0,,,https://informatics.tuwien.ac.at/people/tobias-fiebig
Ulrich Schmid 0001,TU Wien,at,0000-0001-9831-8583,57/3614-1,orcid,0,0,,,https://ti.tuwien.ac.at/ecs/people/schmid
Uwe Egly,TU Wien,at,,e/UweEgly,name,0,0,,,http://www.kr.tuwien.ac.at/staff/egly
Walter G. Kropatsch,TU Wien,at,,72/3002,name,0,0,,,https://www.prip.tuwien.ac.at/people/krw/more/index.php
Werner Purgathofer,TU Wien,at,,86/3719,name,0,0,,,https://www.cg.tuwien.ac.at/staff/WernerPurgathofer.html
Wolfgang Hofkirchner,TU Wien,at,,02/2124,name,0,0,,,http://igw.tuwien.ac.at/hci/people/whofkirchner
Wolfgang Kastner,TU Wien,at,0000-0001-5420-404X,05/6873,orcid,0,0,,,https://www.auto.tuwien.ac.at/index.php/projectsites/142-wolfgang-kastner
Zeta Avarikioti,TU Wien,at,0000-0001-5255-8389,183/6375,orcid,0,0,,,https://informatics.tuwien.ac.at/people/zeta-avarikioti
Aart Middeldorp,University of Innsbruck,at,0000-0001-7366-8464,m/AMiddeldorp,orcid,0,0,,,http://cl-informatik.uibk.ac.at/users/ami
Adam Jatowt,University of Innsbruck,at,0000-0001-7235-0665,j/AdamJatowt,orcid,15,44,AAAI;ACL;EACL;ECAI;EMNLP;NAACL;SIGIR;TACL;WWW,2026,https://adammo12.github.io/adamjatowt
Anna Fensel,University of Innsbruck,at,0000-0002-1391-7104,z/AnnaVZhdanova,orcid,0,1,SIGIR,2024,http://anna.fensel.com
Anna V. Zhdanova,University of Innsbruck,at,,z/AnnaVZhdanova,name,0,1,SIGIR,2024,http://anna.fensel.com
Antonio Jose Rodríguez-Sánchez,University of Innsbruck,at,0000-0002-3264-5060,17/582,name,3,0,AAAI;TMLR,2026,https://iis.uibk.ac.at/people/antonio
Dieter A. Fensel,University of Innsbruck,at,,31/4309,name,0,0,,,http://www.fensel.com
Dieter Fensel,University of Innsbruck,at,,31/4309,name,0,0,,,http://www.fensel.com
Georg Moser,University of Innsbruck,at,0000-0001-9240-6128,32/2607,name,1,0,EMNLP,2025,https://tcs-informatik.uibk.ac.at
Günther Specht,University of Innsbruck,at,,s/GuntherSpecht,name,0,0,,,https://dbis-informatik.uibk.ac.at/specht
Jan Beutel,University of Innsbruck,at,0000-0003-0879-2455,15/6935,orcid,0,0,,,https://www.uibk.ac.at/informatik/forschung/professorinnen.html.de
Justus H. Piater,University of Innsbruck,at,0000-0002-1898-3362,p/JustusHPiater,orcid,7,0,AAAI;IROS;NeurIPS;TMLR,2026,https://iis.uibk.ac.at/people/justus
Matthias Harders,University of Innsbruck,at,0000-0001-7564-6234,56/4725,orcid,0,1,MICCAI,2025,https://igs.uibk.ac.at/igs_html/members/IGSMember_Harders.html
Michael Felderer,University of Innsbruck,at,0000-0003-3818-4442,49/2990,orcid,0,0,,,http://mfelderer.at
Michael Vierhauser,University of Innsbruck,at,0000-0003-2672-9230,15/8191,orcid,0,1,CHI,2024,https://qe-informatik.uibk.ac.at/members
Rainer Böhme,University of Innsbruck,at,0000-0003-4518-6227,52/6295,orcid,1,4,CHI;ICASSP;NeurIPS;WWW,2026,https://informationsecurity.uibk.ac.at/people/rainer-boehme
Rene Thiemann,University of Innsbruck,at,,,,0,0,,,http://cl-informatik.uibk.ac.at/users/thiemann
Ruth Breu,University of Innsbruck,at,,b/RuthBreu,name,0,0,,,https://qe-informatik.uibk.ac.at/doctors/ruth-breu
Thomas Fahringer,University of Innsbruck,at,0000-0003-4293-1228,31/5444,orcid,0,0,,,http://dps.uibk.ac.at/~tf
Andrea M. Tonello,University of Klagenfurt,at,,191/4511,name,3,0,ICML;NeurIPS;TRO,2024,http://www.andreatonello.com
Andreas Bollin,University of Klagenfurt,at,,64/2125,name,0,0,,,https://www.aau.at/en/informatics-didactics/team/bollin-andreas
Bernhard Rinner,University of Klagenfurt,at,,18/3286,name,1,3,ICASSP;ICRA,2025,https://bernhardrinner.com
Christian Bettstetter,University of Klagenfurt,at,0000-0002-6836-8034,65/5083,orcid,0,0,,,https://bettstetter.com
Christian Kop,University of Klagenfurt,at,0000-0001-5800-458X,k/CKop,name,0,0,,,https://www.aau.at/team/kop-christian
Christian Timmerer,University of Klagenfurt,at,,81/5358,name,1,3,ICASSP;ICCV,2025,https://www.aau.at/team/timmerer-christian
David Ahlström,University of Klagenfurt,at,0000-0002-9553-1685,20/273,name,0,1,CHI,2026,https://www.aau.at/team/ahlstroem-david
Dietmar Jannach,University of Klagenfurt,at,0000-0002-4698-8507,j/DietmarJannach,orcid,1,22,AAAI;KR;RecSys;SIGIR;WWW,2026,https://www.aau.at/team/jannach-dietmar
Elisabeth Oswald,University of Klagenfurt,at,0000-0001-7502-3184,48/4127,orcid,0,0,,,https://www.aau.at/team/oswald-elisabeth
Erich Christian Teppan,University of Klagenfurt,at,,50/2298,name,0,2,ECAI;KR,2022,https://www.aau.at/team/teppan-erich-christian
Erich Teppan,University of Klagenfurt,at,,50/2298,name,0,2,ECAI;KR,2022,https://www.aau.at/team/teppan-erich-christian
Friederike Wall,University of Klagenfurt,at,0000-0001-8001-8558,99/1940,name,0,0,,,https://www.aau.at/unternehmensfuehrung/controlling-und-strategische-unternehmensfuehrung/team/wall-friederike
Gerhard Friedrich,University of Klagenfurt,at,0000-0002-1992-4049,47/1985,orcid,0,0,,,http://www.gerhard-friedrich.at
Gerhard Leitner,University of Klagenfurt,at,0000-0002-3084-0727,90/1121,name,0,0,,,https://www.aau.at/team/leitner-gerhard
Hermann Hellwagner,University of Klagenfurt,at,0000-0003-1114-2584,h/HermannHellwagner,orcid,0,0,,,https://www.aau.at/team/hellwagner-hermann
Hubert Zangl,University of Klagenfurt,at,0000-0002-9717-9566,84/4316,orcid,5,0,ICRA;IROS;TRO,2023,https://www.aau.at/team/zangl-hubert
Jean Chamberlain Chedjou,University of Klagenfurt,at,,42/2052,name,0,0,,,https://www.aau.at/team/chedjou-jean-chamberlain
Johann Eder,University of Klagenfurt,at,,e/JEder,name,0,0,,,https://www.aau.at/en/isys/ics/team/eder-johann
Julius Köpke,University of Klagenfurt,at,,64/8687,name,0,0,,,https://www.aau.at/en/isys/ics/team/koepke-julius
Katharina E. Kinder-Kurlanda,University of Klagenfurt,at,,138/5014,name,0,0,,,https://katharinakinderkurlanda.net
Katharina Kinder-Kurlanda,University of Klagenfurt,at,,138/5014,name,0,0,,,https://katharinakinderkurlanda.net
Klaus Schoeffmann,University of Klagenfurt,at,0000-0002-9218-1704,38/5557,orcid,2,3,CVPR;MICCAI,2025,https://klausschoeffmann.com
Klaus Schöffmann,University of Klagenfurt,at,,38/5557,name,2,3,CVPR;MICCAI,2025,https://klausschoeffmann.com
Konstantin Schekotihin,University of Klagenfurt,at,0000-0002-0286-0958,188/5759,orcid,2,4,AAAI;ECAI;ICAPS;IJCAI;KR,2026,https://www.aau.at/team/schekotihin-konstantin
Kostyantyn M. Shchekotykhin,University of Klagenfurt,at,,188/5759,name,2,4,AAAI;ECAI;ICAPS;IJCAI;KR,2026,https://www.aau.at/team/schekotihin-konstantin
Kyandoghere Kyamakya,University of Klagenfurt,at,,89/1,name,0,0,,,https://www.aau.at/team/kyamakya-kyandoghere
Martin Gebser,University of Klagenfurt,at,0000-0002-8010-4752,64/2589,orcid,3,5,AAAI;ECAI;ICAPS;IJCAI;KR,2026,https://www.aau.at/team/gebser-martin
Martin Hitz,University of Klagenfurt,at,,52/6576,name,0,0,,,https://www.aau.at/team/hitz-martin
Martin Pinzger 0001,University of Klagenfurt,at,0000-0002-5536-3859,98/5177,orcid,1,0,ICRA,2024,https://pinzger.github.io
