name,affiliation,country,homepage,scholarid,orcid
Hermann Scharfetter,Graz University of Technology,at,https://www.tugraz.at/institutes/imt/home,tRtS-x8AAAAJ,
Horst Bischof,Graz University of Technology,at,https://www.tugraz.at/institute/icg/research/team-bischof/people/team-about/horst-bischof,_pq05Q4AAAAJ,0000-0002-9096-6671
Joerg Schroettner,Graz University of Technology,at,https://www.tugraz.at/institute/hce/institut/team,NOSCHOLARPAGE,
Johanna Pirker,Graz University of Technology,at,http://jpirker.com,ta4FNOkAAAAJ,
Johannes P. Wallner,Graz University of Technology,at,https://wallner.ist.tugraz.at,MNjnPt4AAAAJ,
Jörg Schröttner,Graz University of Technology,at,https://www.tugraz.at/institute/hce/institut/team,NOSCHOLARPAGE,
Keith Andrews,Graz University of Technology,at,https://keithandrews.com/keith,NOSCHOLARPAGE,
Kerstin Lenk,Graz University of Technology,at,https://www.tugraz.at/institute/ine/people/kerstin-lenk,ZAX2F5gAAAAJ,0000-0002-8329-1127
Leila Taher,Graz University of Technology,at,https://www.tugraz.at/institute/bioinfo/institute/team,W2nzzwcAAAAJ,0000-0002-2013-5426
Maria Eichlseder,Graz University of Technology,at,https://eichlseder.at,JtbejLsAAAAJ,0000-0002-8750-7423
Markus Steinberger,Graz University of Technology,at,https://www.markussteinberger.net,meRwdycAAAAJ,0000-0001-5977-8536
Martin Ebner,Graz University of Technology,at,https://elearningblog.tugraz.at/page/martinebner//?lng=de&sct=home,dnnkxkcAAAAJ,0000-0001-5789-5296
Nick Scerbakov,Graz University of Technology,at,https://coronet.iicm.tugraz.at/Dbase1/nick1.htm,NOSCHOLARPAGE,
Nick Scherbakov,Graz University of Technology,at,https://coronet.iicm.tugraz.at/Dbase1/nick1.htm,NOSCHOLARPAGE,
Nikolai Scerbakov,Graz University of Technology,at,https://coronet.iicm.tugraz.at/Dbase1/nick1.htm,NOSCHOLARPAGE,
Oswin Aichholzer,Graz University of Technology,at,http://www.ist.tugraz.at/aichholzer,y8u3o-kAAAAJ,0000-0002-2364-0583
Robert Legenstein,Graz University of Technology,at,https://www.tugraz.at/institute/igi/team/prof-legenstein,nyUoJk0AAAAJ,0000-0002-8724-5507
Roderick Bloem,Graz University of Technology,at,https://www.iaik.tugraz.at/content/about_iaik/people/bloem_roderick,Sv1AfEYAAAAJ,0000-0002-1411-5744
Roderick Paul Bloem,Graz University of Technology,at,https://www.iaik.tugraz.at/content/about_iaik/people/bloem_roderick,Sv1AfEYAAAAJ,
Roman Kern,Graz University of Technology,at,http://kti.tugraz.at/staff/rkern/about,5R14JLcAAAAJ,0000-0003-0202-6100
Rudolf Stollberger,Graz University of Technology,at,https://www.tugraz.at/institutes/imt/home,5prEu_4AAAAJ,
Selina C. Wriessnegger,Graz University of Technology,at,https://www.tugraz.at/institutes/ine/people/selina-wriessnegger,Y_B7AnAAAAAJ,
Selina Christin Wriessnegger,Graz University of Technology,at,https://www.tugraz.at/institutes/ine/people/selina-wriessnegger,Y_B7AnAAAAAJ,
Stefan Mangard,Graz University of Technology,at,https://www.iaik.tugraz.at/content/about_iaik/people/mangard_stefan,d2LyJ8gAAAAJ,0000-0001-9650-8041
Stefanie N. Lindstaedt,Graz University of Technology,at,https://www.ffg.at/content/prof-dr-stefanie-n-lindstaedt,ZcWoNxgAAAAJ,
Stefanie N. Lindstädt,Graz University of Technology,at,https://www.ffg.at/content/prof-dr-stefanie-n-lindstaedt,ZcWoNxgAAAAJ,
Sujoy Sinha Roy,Graz University of Technology,at,https://www.iaik.tugraz.at/person/sujoy-sinha-roy,58_wa_4AAAAJ,0000-0002-9805-5389
Theresa Rienmüller,Graz University of Technology,at,https://www.tugraz.at/institute/hce/institut/team,GPPaSdoAAAAJ,
Thomas Pock,Graz University of Technology,at,https://www.tugraz.at/institute/icg/research/team-pock/people/pock,FwNaHxQAAAAJ,0000-0001-6120-1058
Tobias Schreck,Graz University of Technology,at,https://www.tugraz.at/institute/cgv/schreck,9cJsSIIAAAAJ,0000-0003-0778-8665
Ursula H. Augsdörfer,Graz University of Technology,at,https://www.tugraz.at/institute/cgv/ursula-augsdoerfer,JmsBIc8AAAAJ,0000-0003-2336-4686
Viktoria Pammer,Graz University of Technology,at,https://viktoriapammer.wordpress.com,muJor3MAAAAJ,
Viktoria Pammer-Schindler,Graz University of Technology,at,https://viktoriapammer.wordpress.com,muJor3MAAAAJ,0000-0001-7061-8947
Vincent Lepetit,Graz University of Technology,at,https://www.labri.fr/perso/vlepetit,h0a5q3QAAAAJ,0000-0001-9985-4433
Wolfgang Maass 0001,Graz University of Technology,at,https://igi-web.tugraz.at/people/maass,2WpvdH0AAAAJ,
Wolfgang Maaß 0001,Graz University of Technology,at,https://igi-web.tugraz.at/people/maass,2WpvdH0AAAAJ,
Wolfgang Slany,Graz University of Technology,at,http://www.ist.tugraz.at/wolfgang_slany.html,yCR2h98AAAAJ,
Yannic Maus,Graz University of Technology,at,https://academia.yannicmaus.de,GwluKiMAAAAJ,0000-0003-4062-6991
Anna Kicheva,IST Austria,at,https://ist.ac.at/research/research-groups/kicheva-group,zBpAlHkAAAAJ,
Björn Hof,IST Austria,at,https://ist.ac.at/research/research-groups/hof-group,tytU38QAAAAJ,
Calin C. Guet,IST Austria,at,https://ist.ac.at/research/research-groups/guet-group,J4NGQxcAAAAJ,
Carl-Philipp Heisenberg,IST Austria,at,https://ist.ac.at/research/research-groups/heisenberg-group,NOSCHOLARPAGE,
Chris Wojtan,IST Austria,at,http://pub.ist.ac.at/group_wojtan,OGdXlpcAAAAJ,0000-0001-6646-5546
Christoph H. Lampert,IST Austria,at,http://ist.ac.at/~chl,iCf3SwgAAAAJ,0000-0001-8622-7887
Christoph Lambert,IST Austria,at,http://ist.ac.at/~chl,iCf3SwgAAAAJ,
Christoph Lampert,IST Austria,at,http://ist.ac.at/~chl,iCf3SwgAAAAJ,0000-0001-8622-7887
Christopher Wojtan,IST Austria,at,http://pub.ist.ac.at/group_wojtan,OGdXlpcAAAAJ,0000-0001-6646-5546
Dan Alistarh,IST Austria,at,https://ist.ac.at/research/research-groups/alistarh-group,75q-6ZQAAAAJ,0000-0003-3650-940X
Daria Siekhaus,IST Austria,at,https://ist.ac.at/research/research-groups/siekhaus-group,NOSCHOLARPAGE,
Eleftherios Kokoris-Kogias,IST Austria,at,https://ist.ac.at/en/research/kokoris-group,7TOIlqkAAAAJ,
Francesco Locatello,IST Austria,at,https://ist.ac.at/en/research/locatello-group,wQanfTIAAAAJ,0000-0002-4850-0683
G. Katsaros,IST Austria,at,https://ist.ac.at/research/research-groups/katsaros-group,NOSCHOLARPAGE,
Herbert Edelsbrunner,IST Austria,at,https://ist.ac.at/research/research-groups/edelsbrunner-group,w0PeAfAAAAAJ,
Jan Maas,IST Austria,at,https://ist.ac.at/research/research-groups/maas-group,Cm3vCpUAAAAJ,
Jiri Friml,IST Austria,at,https://ist.ac.at/research/research-groups/friml-group,NOSCHOLARPAGE,
Johannes Fink,IST Austria,at,https://ist.ac.at/research/research-groups/fink-group,4Ot68t8AAAAJ,
Jonathan P. Bollback,IST Austria,at,https://ist.ac.at/research/research-groups/bollback-group,WWNXoPgAAAAJ,
Jozsef Csicsvari,IST Austria,at,https://ist.ac.at/research/research-groups/csicsvari-group,NOSCHOLARPAGE,
Julian Fischer,IST Austria,at,https://ist.ac.at/research/research-groups/fischer-group,dj3-UisAAAAJ,
Krishnendu Chatterjee,IST Austria,at,http://pub.ist.ac.at/~kchatterjee,1kaW8bwAAAAJ,0000-0002-4561-241X
Krzysztof Pietrzak,IST Austria,at,https://ist.ac.at/research/research-groups/pietrzak-group,uEjyGZUAAAAJ,0000-0002-9139-1654
Lefteris Kokoris-Kogias,IST Austria,at,https://ist.ac.at/en/research/kokoris-group,7TOIlqkAAAAJ,0000-0002-8827-3382
László Erdös,IST Austria,at,https://ist.ac.at/research/research-groups/erdoes-group,T61lMmsAAAAJ,
Maksim Serbyn,IST Austria,at,https://serbyn.github.io/site,PGHvCmgAAAAJ,
Marco Mondelli,IST Austria,at,http://marcomondelli.com,BHdSb5AAAAAJ,0000-0002-3242-7020
Martin Loose,IST Austria,at,https://ist.ac.at/research/research-groups/loose-group,7or52IsAAAAJ,
Maximilian Jösch,IST Austria,at,https://ist.ac.at/research/research-groups/joesch-group,yHw-fi4AAAAJ,
Michael Sammler,IST Austria,at,https://pub.ista.ac.at/~msammler,q8W9hZOJCtMC,0000-0003-4591-743X
Michael Sixt,IST Austria,at,https://ist.ac.at/research/research-groups/sixt-group,NOSCHOLARPAGE,
Mikhail Lemeshko,IST Austria,at,https://ist.ac.at/research/research-groups/lemeshko-group,lxBCBfUAAAAJ,
Monika Henzinger,IST Austria,at,https://ist.ac.at/de/forschung/henzinger_monika-gruppe,NXbggxYAAAAJ,0000-0002-5008-6530
Monika Rauch,IST Austria,at,https://ist.ac.at/de/forschung/henzinger_monika-gruppe,NXbggxYAAAAJ,
Monika Rauch Henzinger,IST Austria,at,https://ist.ac.at/de/forschung/henzinger_monika-gruppe,NXbggxYAAAAJ,
Nicholas H. Barton,IST Austria,at,https://ist.ac.at/research/research-groups/barton-group,LcuOHRwAAAAJ,
Nick Barton,IST Austria,at,https://ist.ac.at/research/research-groups/barton-group,LcuOHRwAAAAJ,
Peter Jonas,IST Austria,at,https://ist.ac.at/research/research-groups/jonas-group,OCuYpdEAAAAJ,
Robert Seiringer,IST Austria,at,https://ist.ac.at/research/research-groups/seiringer-group,NOSCHOLARPAGE,
Ryuichi Shigemoto,IST Austria,at,https://ist.ac.at/research/research-groups/shigemoto-group,NOSCHOLARPAGE,
Sandra Siegert,IST Austria,at,https://ist.ac.at/research/research-groups/siegert-group,Kus1pPwAAAAJ,
Simon Hippenmeyer,IST Austria,at,https://ist.ac.at/research/research-groups/hippenmeyer-group,DQKripgAAAAJ,
Tamas Hausel,IST Austria,at,https://ist.ac.at/research/research-groups/hausel-group,o2Bj63wAAAAJ,
Thomas A. Henzinger,IST Austria,at,http://pub.ist.ac.at/~tah,jpgplxUAAAAJ,0000-0002-2985-7724
Tobias Bollenbach,IST Austria,at,https://ist.ac.at/research/research-groups/bollenbach-group,NOSCHOLARPAGE,
Uli Wagner 0001,IST Austria,at,https://ist.ac.at/research/research-groups/wagner-group,9sN4N1wAAAAJ,0000-0002-1494-0568
Vladimir Kolmogorov,IST Austria,at,http://pub.ist.ac.at/~vnk,BBGlIGQAAAAJ,0000-0002-7625-8986
Alexander Egyed,JKU Linz,at,https://www.jku.at/en/institute-for-software-systems-engineering/about-us/team/alexander-egyed,tN-tEGIAAAAJ,0000-0003-3128-5427
Alois Zoitl,JKU Linz,at,https://www.jku.at/linz-institute-of-technology/forschung/research-labs/cyber-physical-systems-lab/team/univ-prof-di-dr-alois-zoitl,OG52DQ8AAAAJ,0000-0002-1306-3209
Barbara Sabitzer,JKU Linz,at,https://www.jku.at/linz-school-of-education/ueber-uns/team/mint/sabitzer-barbara,woWR6uAAAAAJ,
Bettina Grün,JKU Linz,at,https://www.jku.at/institut-fuer-angewandte-statistik/ueber-uns/team/assoz-univ-profin-dipl-ingin-drin-bettina-gruen,Tl-eVmoAAAAJ,0000-0001-7265-4773
Birgit Pröll,JKU Linz,at,https://www.jku.at/en/faw/about-us/team/birgit-proell,NOSCHOLARPAGE,
Gabriele Anderst-Kotsis,JKU Linz,at,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/gabriele-anderst-kotsis,9QhutOMAAAAJ,
Gabriele Kotsis,JKU Linz,at,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/gabriele-anderst-kotsis,9QhutOMAAAAJ,
Gerhard Widmer,JKU Linz,at,https://www.jku.at/en/institute-of-computational-perception/about-us/people/gerhard-widmer,dyGS5YYAAAAJ,0000-0003-3531-1282
Hanspeter Mössenböck,JKU Linz,at,http://ssw.jku.at/General/Staff/HM,qwnXMU8AAAAJ,0000-0001-7706-7308
Harald Pretl,JKU Linz,at,http://iic.jku.at/analog/team/pretl,yDlMlR0AAAAJ,
Herbert Praehofer,JKU Linz,at,https://www.jku.at/institut-fuer-systemsoftware/team/praehofer-herbert,SpoHy8UAAAAJ,
Herbert Prähofer,JKU Linz,at,https://www.jku.at/institut-fuer-systemsoftware/team/praehofer-herbert,SpoHy8UAAAAJ,
Iris Groher,JKU Linz,at,https://www.se.jku.at/iris-groher,7I1zR48AAAAJ,
Ismail Khalil,JKU Linz,at,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/ismail-khalil,NOSCHOLARPAGE,
Ismail Khalil Ibrahim,JKU Linz,at,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/ismail-khalil,NOSCHOLARPAGE,
Johannes Fürnkranz,JKU Linz,at,https://www.jku.at/en/faw/about-us/team/johannes-fuernkranz,sfTn4wEAAAAJ,0000-0002-1207-0159
Johannes Sametinger,JKU Linz,at,https://www.se.jku.at/johannes-sametinger,92HPqbEAAAAJ,
Josef Küng,JKU Linz,at,https://www.jku.at/en/faw/about-us/team/josef-kueng,uy1d_7wAAAAJ,
Josef Scharinger,JKU Linz,at,https://www.jku.at/en/institute-of-computational-perception/about-us/people/josef-scharinger,DSgdJYwAAAAJ,
Karin A. Hummel,JKU Linz,at,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/karin-anna-hummel,CB7dUsIAAAAJ,0000-0001-5833-6832
Karin Anna Hummel,JKU Linz,at,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/karin-anna-hummel,CB7dUsIAAAAJ,
Klaus Miesenberger,JKU Linz,at,https://www.jku.at/institut-integriert-studieren/team/auniv-dr-klaus-miesenberger,hw-8_h4AAAAJ,
Manuel Wimmer,JKU Linz,at,https://www.se.jku.at/manuel-wimmer,YZDY1psAAAAJ,
Marc Streit,JKU Linz,at,https://www.jku.at/en/institute-of-computer-graphics/about-us/team/marc-streit,l7TTSP0AAAAJ,0000-0001-9186-2092
Mario Huemer,JKU Linz,at,https://www.jku.at/en/institute-of-signal-processing,VXSkReQAAAAJ,
Markus Schedl,JKU Linz,at,https://www.jku.at/en/institute-of-computational-perception/about-us/people/markus-schedl,TQR8qIEAAAAJ,0000-0003-1706-3406
Martina Seidl,JKU Linz,at,http://fmv.jku.at/seidl,SBGtDbMAAAAJ,
Michael Sonntag,JKU Linz,at,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/sonntag,NOSCHOLARPAGE,
Oliver Bimber,JKU Linz,at,https://www.jku.at/en/institute-of-computer-graphics/about-us/team/oliver-bimber,nmSh5i8AAAAJ,
Paul Grünbacher,JKU Linz,at,https://www.jku.at/en/institute-for-software-systems-engineering/about-us/team/paul-gruenbacher,7Wpa7ysAAAAJ,0000-0002-1951-5288
Reinhold Plösch,JKU Linz,at,http://www.se.jku.at/ploesch,29YTNJgAAAAJ,
Rene Mayrhofer,JKU Linz,at,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/mayrhofer,Mt_op3IAAAAJ,0000-0003-1566-4646
René Mayrhofer,JKU Linz,at,https://www.jku.at/institut-fuer-netzwerke-und-sicherheit/ueber-uns/ins-team/mayrhofer,Mt_op3IAAAAJ,0000-0003-1566-4646
Rick Rabiser,JKU Linz,at,https://www.jku.at/en/lit-cyber-physical-systems-lab/about-us/our-team/univ-prof-mag-dr-rick-rabiser,7-AdX4sAAAAJ,0000-0003-3862-1112
Sepp Hochreiter,JKU Linz,at,https://www.jku.at/en/institute-for-machine-learning/about-us/team/sepp-hochreiter,tvUH3WMAAAAJ,0000-0001-7449-2528
Stefan Marr,JKU Linz,at,https://stefan-marr.de,h7WXkAoAAAAJ,0000-0001-9059-5180
Werner Retschitzegger,JKU Linz,at,http://cis.jku.at/team/21?view=teamentry,NOSCHOLARPAGE,0000-0002-6739-0272
Wieland Schwinger,JKU Linz,at,https://www.jku.at/institut-fuer-telekooperation/ueber-uns/team/wieland-schwinger,5E-bnRkAAAAJ,
Wolfram Wöß,JKU Linz,at,https://www.jku.at/en/faw/about-us/team/wolfram-woess,NOSCHOLARPAGE,
A Min Tjoa,TU Wien,at,http://www.ifs.tuwien.ac.at/tjoa,x8qCMhcAAAAJ,0000-0002-8295-9252
Agata Ciabattoni,TU Wien,at,https://www.logic.at/staff/agata,pAyqI0wAAAAJ,0000-0001-6947-8772
Alexander Leitsch,TU Wien,at,https://www.logic.at/staff/leitsch,NOSCHOLARPAGE,
Allan Hanbury,TU Wien,at,http://allan.hanbury.eu/doku.php,_hR4cSAAAAAJ,0000-0002-7149-5843
Andreas Krall,TU Wien,at,http://www.complang.tuwien.ac.at/andi,rOiruA4AAAAJ,
Andreas Rauber,TU Wien,at,http://www.ifs.tuwien.ac.at/~andi,ZF9JHnUAAAAJ,
Andreas Steininger,TU Wien,at,https://ti.tuwien.ac.at/ecs/people/steininger,vcRJrxIAAAAJ,0000-0002-3847-1647
Astrid Weiss,TU Wien,at,https://astridweiss.net,QEfRSSsAAAAJ,0000-0001-7803-9413
Axel Jantsch,TU Wien,at,http://jantsch.se/AxelJantsch,ZF4gC44AAAAJ,0000-0003-2251-0004
C. H. van Berkel,TU Wien,at,https://sites.google.com/view/keesvanberkel,wuawd3kAAAAJ,
Chris Fermüller,TU Wien,at,https://www.logic.at/staffpages/chrisf,-6IV5oIAAAAJ,
Christian Breiteneder,TU Wien,at,https://www.ims.tuwien.ac.at/people/christian-breiteneder,AvNBy7MAAAAJ,
Christian G. Fermüller,TU Wien,at,https://www.logic.at/staffpages/chrisf,-6IV5oIAAAAJ,
Christian Huemer,TU Wien,at,https://www.big.tuwien.ac.at/people/chuemer,jJ7BjEoAAAAJ,0000-0002-5138-429X
Clemens Heitzinger,TU Wien,at,http://www.heitzinger.info,iHtu_w0AAAAJ,
Daniel Arp,TU Wien,at,https://informatics.tuwien.ac.at/people/daniel-arp,9mhj4AQAAAAJ,0000-0003-3628-794X
Daniel Mueller 0001,TU Wien,at,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder,uIy75_wAAAAJ,0000-0003-0903-631X
Daniel Mueller-Gritschneder,TU Wien,at,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder,uIy75_wAAAAJ,0000-0003-0903-631X
Daniel Müller-Gritschneder,TU Wien,at,https://informatics.tuwien.ac.at/people/daniel-mueller-gritschneder,uIy75_wAAAAJ,0000-0003-0903-631X
Dieter Merkl,TU Wien,at,http://www.ifs.tuwien.ac.at/~dieter,iWaenYYAAAAJ,
Dominik Bork,TU Wien,at,https://model-engineering.info,tp-fFq0AAAAJ,0000-0001-8259-2297
Dominique Schröder,TU Wien,at,https://www.dominique-schroeder.de,JOeLEGcAAAAJ,0000-0001-6943-8914
Eduard Gröller,TU Wien,at,https://www.cg.tuwien.ac.at/staff/EduardGroeller.html,eBsjFlIAAAAJ,0000-0002-8569-4149
Elena Andreeva 0001,TU Wien,at,https://elenandreeva.github.io,KNeE-sYAAAAJ,0000-0003-0964-8711
Emanuel Sallinger,TU Wien,at,https://informatics.tuwien.ac.at/people/emanuel-sallinger,L_5ZEIkAAAAJ,0000-0001-7441-129X
Erik H. A. Proper,TU Wien,at,http://www.erikproper.eu,NTymBHEAAAAJ,
Erik Proper,TU Wien,at,http://www.erikproper.eu,NTymBHEAAAAJ,
Eva Kühn,TU Wien,at,http://www.complang.tuwien.ac.at/eva,NOSCHOLARPAGE,0000-0001-5224-5470
Eva Maria Kuehn,TU Wien,at,http://www.complang.tuwien.ac.at/eva,NOSCHOLARPAGE,
Ezio Bartocci,TU Wien,at,http://www.eziobartocci.com,EeK43rAAAAAJ,0000-0002-8004-6601
Florian Michahelles,TU Wien,at,https://informatics.tuwien.ac.at/people/florian-michahelles,Y1XuTkUAAAAJ,0000-0003-1486-0688
Florian Zuleger,TU Wien,at,https://forsyte.at/people/zuleger,UckwzkEAAAAJ,0000-0003-1468-8398
Franz Puntigam,TU Wien,at,http://www.complang.tuwien.ac.at/franz,NOSCHOLARPAGE,
Georg Fuchsbauer,TU Wien,at,http://www.di.ens.fr/~fuchsbau,CxHsVWwAAAAJ,0000-0001-5672-5850
Georg Weissenbacher,TU Wien,at,http://www.georg.weissenbacher.science,1KfaH-QAAAAJ,0000-0002-0143-632X
Georgia Avarikioti,TU Wien,at,https://informatics.tuwien.ac.at/people/zeta-avarikioti,GNLHrL0AAAAJ,0000-0001-5255-8389
Gerald Futschek,TU Wien,at,https://www.ifs.tuwien.ac.at/futschek,oLXK500AAAAJ,0000-0001-7255-2531
Gerald Steinhardt,TU Wien,at,https://media.tuwien.ac.at/people/steinhardt,NOSCHOLARPAGE,
Geraldine Fitzpatrick,TU Wien,at,http://igw.tuwien.ac.at/hci/people/gfitzpatrick,aUPpNvEAAAAJ,0000-0002-2013-2188
Gernot Salzer,TU Wien,at,https://www.logic.at/staffpages/salzer,O5y-QJgAAAAJ,0000-0002-8950-1551
Gerti Kappel,TU Wien,at,https://www.big.tuwien.ac.at/people/gkappel,Rdz0vc8AAAAJ,0000-0002-4758-9436
Guillaume Bellec,TU Wien,at,https://guillaume.bellec.eu,fSXUVvAAAAAJ,0000-0001-7568-4994
Günther R. Raidl,TU Wien,at,https://www.ac.tuwien.ac.at/people/raidl,NOSCHOLARPAGE,
Hannes Kaufmann,TU Wien,at,https://www.ims.tuwien.ac.at/people/hannes-kaufmann,d1_5fIIAAAAJ,0000-0002-0322-9869
Hannes Werthner,TU Wien,at,http://www.ec.tuwien.ac.at/~werthner,XBd3IdIAAAAJ,0000-0002-1508-277X
Hans Tompits,TU Wien,at,http://www.kr.tuwien.ac.at/staff/tompits,8MkHO0UAAAAJ,0000-0001-5673-2460
Henderik A. Proper,TU Wien,at,http://www.erikproper.eu,NTymBHEAAAAJ,
Hilda Tellioglu,TU Wien,at,http://hildatellioglu.com,TtivWwEAAAAJ,0000-0001-6430-7704
Ismail Ilkan Ceylan,TU Wien,at,https://informatics.tuwien.ac.at/people/ismail-ceylan,avJ5kQcAAAAJ,
Ivona Brandic,TU Wien,at,http://www.ec.tuwien.ac.at/~ivona,XFg7Ri8AAAAJ,0009-0007-0661-5937
Jens Knoop,TU Wien,at,http://www.complang.tuwien.ac.at/knoop,NOSCHOLARPAGE,
Jesper Larsson Träff,TU Wien,at,http://www.traff-industries.de,NOSCHOLARPAGE,
Jessica R. Cauchard,TU Wien,at,https://informatics.tuwien.ac.at/people/jessica-cauchard,Rk1SDB8AAAAJ,0000-0002-8916-8787
Jessica Rebecca Cauchard,TU Wien,at,https://informatics.tuwien.ac.at/people/jessica-cauchard,Rk1SDB8AAAAJ,
Jiehua Chen 0001,TU Wien,at,https://www.ac.tuwien.ac.at/jchen,guvQn0EAAAAJ,0000-0002-8163-1327
Johann Blieberger,TU Wien,at,https://www.auto.tuwien.ac.at/index.php/projectsites/185-johann-blieberger,NOSCHOLARPAGE,0000-0001-5810-7335
Jürgen Cito,TU Wien,at,http://people.csail.mit.edu/jcito,fj5MiWsAAAAJ,0000-0001-8619-1271
Jürgen Dorn,TU Wien,at,http://www.ec.tuwien.ac.at/~dorn,sU9DTeYAAAAJ,0000-0002-1156-0463
Katalin Fazekas,TU Wien,at,https://informatics.tuwien.ac.at/people/katalin-fazekas,gGBdeUAAAAAJ,0000-0002-0497-3059
Katharina Spiel,TU Wien,at,http://katta.mere.st,C9dueLMAAAAJ,
Katja Hose,TU Wien,at,https://www.dbai.tuwien.ac.at/staff/khose/About_me.html,LbXvZUoAAAAJ,0000-0001-7025-8099
Katta Spiel,TU Wien,at,http://katta.mere.st,C9dueLMAAAAJ,0000-0001-6094-9531
Kees van Berkel 0002,TU Wien,at,https://sites.google.com/view/keesvanberkel,wuawd3kAAAAJ,0000-0002-5246-1824
Laura Ildikó Kovács,TU Wien,at,https://forsyte.at/people/kovacs,X4K5SpIAAAAJ,
Laura Kovács,TU Wien,at,https://forsyte.at/people/kovacs,X4K5SpIAAAAJ,0000-0002-8299-2714
M. Anton Ertl,TU Wien,at,http://www.complang.tuwien.ac.at/anton,NOSCHOLARPAGE,
M. Eduard Gröller,TU Wien,at,https://www.cg.tuwien.ac.at/staff/EduardGroeller.html,eBsjFlIAAAAJ,0000-0002-8569-4149
Magdalena Ortiz,TU Wien,at,http://www.kr.tuwien.ac.at/staff/ortiz,EIaA0EMAAAAJ,0000-0002-2344-9658
Mantas Simkus,TU Wien,at,https://dbai.tuwien.ac.at/staff/simkus,iWJoqO8AAAAJ,0000-0003-0632-0294
Manuela Waldner,TU Wien,at,https://www.cg.tuwien.ac.at/staff/ManuelaWaldner,fSjQyW4AAAAJ,0000-0003-1387-5132
Marco Squarcina,TU Wien,at,https://minimalblue.com,YJua_SUAAAAJ,0000-0002-3105-0903
Margit Pohl,TU Wien,at,http://igw.tuwien.ac.at/hci/people/mpohl,NOSCHOLARPAGE,0000-0001-7880-8702
Margrit Gelautz,TU Wien,at,https://www.ims.tuwien.ac.at/people/margrit-gelautz,K-7h4K8AAAAJ,0000-0002-9476-0865
Maria Christakis,TU Wien,at,https://mariachris.github.io,QbHnrKgAAAAJ,0000-0002-2649-1958
Maria Magdalena Ortiz de la Fuente,TU Wien,at,http://www.kr.tuwien.ac.at/staff/ortiz,EIaA0EMAAAAJ,
Martin Nöllenburg,TU Wien,at,https://www.ac.tuwien.ac.at/people/noellenburg,Wum9ploAAAAJ,0000-0003-0454-3937
Martina Lindorfer,TU Wien,at,https://secpriv.tuwien.ac.at/team/martina,9JCtsecAAAAJ,0000-0001-7001-4481
Matteo Maffei,TU Wien,at,https://secpriv.tuwien.ac.at/team/univ_prof_matteo_maffei,WWM2IcAAAAAJ,0000-0001-8061-1685
Matthias Lanzinger,TU Wien,at,https://dbai.tuwien.ac.at/staff/mlanzing,XAR1lVUAAAAJ,0000-0002-7601-3727
Meister Eduard Gröller,TU Wien,at,https://www.cg.tuwien.ac.at/staff/EduardGroeller.html,eBsjFlIAAAAJ,
Michael Wimmer 0001,TU Wien,at,https://www.cg.tuwien.ac.at/staff/MichaelWimmer.html,pPLc_DoAAAAJ,0000-0002-9370-2663
Nysret Musliu,TU Wien,at,https://informatics.tuwien.ac.at/people/nysret-musliu,35owm6EAAAAJ,0000-0002-3992-8637
Pavol Cerný,TU Wien,at,https://cernyp.github.io,FQm9ZGgAAAAJ,
Pawel W. Wozniak,TU Wien,at,http://pawelwozniak.eu,CTT-IyUAAAAJ,0000-0003-3670-1813
Pedro Hermosilla,TU Wien,at,https://phermosilla.github.io,C7F4B6MAAAAJ,0000-0003-3586-4741
Pedro Hermosilla Casajus,TU Wien,at,https://phermosilla.github.io,C7F4B6MAAAAJ,0000-0003-3586-4741
Peter Knees,TU Wien,at,https://informatics.tuwien.ac.at/people/peter-knees,MtyaO2cAAAAJ,0000-0003-3906-1292
Peter P. Puschner,TU Wien,at,https://ti.tuwien.ac.at/cps/people/puschner,ayCheRcAAAAJ,0000-0002-2495-0778
Peter Purgathofer,TU Wien,at,http://igw.tuwien.ac.at/hci/people/ppurgathofer,NOSCHOLARPAGE,
Peter Puschner,TU Wien,at,https://ti.tuwien.ac.at/cps/people/puschner,ayCheRcAAAAJ,
Radu Grosu,TU Wien,at,https://ti.tuwien.ac.at/cps/people/grosu,1g_muAgAAAAJ,0000-0001-5715-2142
Reinhard Pichler,TU Wien,at,https://www.dbai.tuwien.ac.at/staff/pichler,OiYGd-IAAAAJ,0000-0002-1760-122X
Renata G. Raidou,TU Wien,at,https://www.cg.tuwien.ac.at/staff/RenataRaidou,u-oaGJEAAAAJ,0000-0003-2468-0664
Renata Georgia Raidou,TU Wien,at,https://www.cg.tuwien.ac.at/staff/RenataRaidou,u-oaGJEAAAAJ,0000-0003-2468-0664
Robert Ganian,TU Wien,at,https://www.ac.tuwien.ac.at/people/rganian,nNem5xIAAAAJ,0000-0002-7762-8045
